filename,expected_class,predicted_class,most_likely_class,confidence,requires_manual_review,pass
normal/commons-13249706.jpg,normal,rust,rust,0.9051274657249451,False,False
normal/commons-13250815.jpg,normal,normal,normal,0.9890590906143188,False,True
normal/commons-13266809.jpg,normal,normal,normal,0.9858095049858093,False,True
normal/commons-13285156.jpg,normal,normal,normal,0.8025735020637512,False,True
normal/commons-148482436.jpg,normal,normal,normal,0.9935124516487122,False,True
normal/commons-163247508.jpg,normal,normal,normal,0.9688079953193665,False,True
normal/commons-163259094.jpg,normal,normal,normal,0.9067986011505127,False,True
normal/commons-163277205.jpg,normal,normal,normal,0.9987578392028809,False,True
normal/commons-171254346.jpg,normal,normal,normal,0.9479588270187378,False,True
normal/commons-175112917.jpg,normal,normal,normal,0.8542982339859009,False,True
scratch/hitl-1a9d8b4afcbb6278.jpg,scratch,dent,dent,0.6953408122062683,False,False
scratch/hitl-55e7dfbbd6c32a45.jpg,scratch,scratch,scratch,0.9265511631965637,False,True
scratch/hitl-770c525bf1838c68.jpg,scratch,scratch,scratch,0.8807425498962402,False,True
scratch/hitl-7bad4a172946acb1.jpg,scratch,unknown,scratch,0.5241659879684448,True,False
scratch/hitl-a98f319a0c18c009.jpg,scratch,scratch,scratch,0.6574409008026123,False,True
scratch/hitl-b0474468613fafeb.jpg,scratch,scratch,scratch,0.7208260893821716,False,True
scratch/hitl-c9cacf82302fa8bd.jpg,scratch,dent,dent,0.8913488388061523,False,False
scratch/hitl-cfc596d5795336c9.jpg,scratch,unknown,dent,0.6436113715171814,True,False
scratch/hitl-fcb53827d9976407.jpg,scratch,dent,dent,0.847362756729126,False,False
scratch/hitl-fd8cd45b8f815f94.jpg,scratch,unknown,dent,0.44502580165863037,True,False
dent/hitl-0d1663dea6ba46c6.jpg,dent,dent,dent,0.9930867552757263,False,True
dent/hitl-1315c7b9815cf52d.jpg,dent,scratch,scratch,0.8409247398376465,False,False
dent/hitl-1df918a2063cb805.jpg,dent,dent,dent,0.9238571524620056,False,True
dent/hitl-44b8fe24c5d1e0b4.jpg,dent,dent,dent,0.8954989314079285,False,True
dent/hitl-5a26b50f33a0dc87.jpg,dent,dent,dent,0.9861136078834534,False,True
dent/hitl-8836b57d8757312a.jpg,dent,scratch,scratch,0.9097444415092468,False,False
dent/hitl-ae75723084a3a06d.jpg,dent,unknown,dent,0.5220264196395874,True,False
dent/hitl-e2231249ed1aec86.jpg,dent,unknown,scratch,0.4681868255138397,True,False
dent/hitl-ed7d7659eb143dfd.jpg,dent,dent,dent,0.9965233206748962,False,True
dent/hitl-ef4288a3d44fa4d7.jpg,dent,scratch,scratch,0.931481659412384,False,False
rust/commons-129623127.jpg,rust,rust,rust,0.7218361496925354,False,True
rust/commons-174158159.jpg,rust,rust,rust,0.9881559610366821,False,True
rust/commons-18484033.jpg,rust,rust,rust,0.8881434202194214,False,True
rust/commons-19820877.jpg,rust,rust,rust,0.7963692545890808,False,True
rust/commons-38584707.jpg,rust,rust,rust,0.9318174123764038,False,True
rust/commons-38911657.jpg,rust,rust,rust,0.8941792249679565,False,True
rust/commons-39677503.jpg,rust,rust,rust,0.9697744250297546,False,True
rust/commons-61972729.jpg,rust,rust,rust,0.9845663905143738,False,True
rust/commons-6812018.jpg,rust,rust,rust,0.9984157085418701,False,True
rust/commons-88806007.jpg,rust,rust,rust,0.9990721940994263,False,True
